title,criterion_director,criterion_year,criterion_country,imdb_tconst,imdb_year,imdb_runtime_minutes,match_method,confidence_score,title_similarity,director_similarity,year_similarity,actor_count
Swann in Love,Volker Schlöndorff,1984,Germany,tt0088315,1984,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Adieu Bonaparte,Youssef Chahine,1985,Egypt,tt0088383,1985,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
No End,Krzysztof Kieślowski,1985,Poland,tt0086961,1985,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Rendez-vous,André Téchiné,1985,France,tt0089902,1985,82,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Vagabond,Agnès Varda,1985,France,tt0089960,1985,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Betty Blue: Alternate Version,Jean-Jacques Beineix,1986,France,tt0090563,1986,119,fuzzy_canonical,93.6,0.8714,1.0,1.0,10
Golden Eighties,Chantal Akerman,1986,France,tt0092219,1986,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Jean de Florette,Claude Berri,1986,France,tt0091288,1986,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Maine-Océan Express,Jacques Rozier,1986,France,tt0091461,1986,130,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Manon of the Spring,Claude Berri,1986,France,tt0091480,1986,113,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Sarraounia,Med Hondo,1986,Burkina Faso,tt0091892,1986,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Shadows in Paradise,Aki Kaurismäki,1986,Finland,tt0092149,1986,74,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Au revoir les enfants,Louis Malle,1987,France,tt0092593,1987,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Family Viewing,Atom Egoyan,1987,Canada,tt0093006,1987,86,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Intervista,Federico Fellini,1987,Italy,tt0093267,1987,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Masques,Claude Chabrol,1987,France,tt0093505,1987,100,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Under the Sun of Satan,Maurice Pialat,1987,France,tt0094011,1987,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Yam daabo,Idrissa Ouédraogo,1987,Burkina Faso,tt0092258,1987,80,fuzzy_canonical,100.0,1.0,1.0,1.0,7
36 fillette,Catherine Breillat and Catherine Breillat,1988,France,tt0094596,1988,88,fuzzy_canonical,96.1,1.0,0.8878,1.0,10
A Short Film About Killing,Krzysztof Kieślowski,1988,Poland,tt0095468,1988,84,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Short Film About Love,Krzysztof Kieślowski,1988,Poland,tt0095467,1988,87,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Ariel,Aki Kaurismäki,1988,Finland,tt0094675,1988,72,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Chocolat,Claire Denis,1988,France,tt0094868,1988,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Jane B. par Agnès V.,Agnès Varda,1988,France,tt0093295,1988,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Kung-Fu Master!,Agnès Varda,1988,France,tt0093371,1988,80,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Story of Women,Claude Chabrol,1988,France,tt0096336,1988,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Gang of Four,Jacques Rivette,1989,France,tt0094709,1989,160,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Leningrad Cowboys Go America,Aki Kaurismäki,1989,Finland,tt0097728,1989,79,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Speaking Parts,Atom Egoyan,1989,Canada,tt0098368,1989,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Seventh Continent,Michael Haneke,1989,Austria,tt0098327,1989,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Tale of Springtime,Eric Rohmer,1990,France,tt0097106,1990,108,fuzzy_canonical,100.0,1.0,1.0,1.0,7
Cyrano de Bergerac,Jean-Paul Rappeneau,1990,France,tt0099334,1990,137,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Europa Europa,Agnieszka Holland,1990,Poland,tt0099776,1990,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
May Fools,Louis Malle,1990,France,tt0097884,1990,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
"No Fear, No Die",Claire Denis,1990,France,tt0100536,1990,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Match Factory Girl,Aki Kaurismäki,1990,Finland,tt0098532,1990,69,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Tie Me Up! Tie Me Down!,Pedro Almodóvar,1990,Spain,tt0101026,1989,101,fuzzy_canonical,92.5,1.0,1.0,0.5,10
La belle noiseuse,Jacques Rivette,1991,France,tt0101428,1991,238,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Adjuster,Atom Egoyan,1991,Canada,tt0101273,1991,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Double Life of Véronique,Krzysztof Kieślowski,1991,France,tt0101765,1991,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Van Gogh,Maurice Pialat,1991,France,tt0103190,1991,158,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Walking a Tightrope,Nico Papatakis,1991,France,tt0101819,1991,119,fuzzy_canonical,98.1,1.0,0.9454,1.0,10
"Jamón, Jamón",Bigas Luna,1992,Spain,tt0104545,1992,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
L.627,Bertrand Tavernier,1992,France,tt0104658,1992,145,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La vie de bohème,Aki Kaurismäki,1992,Finland,tt0105750,1992,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Undeclared War,Bertrand Tavernier,1992,France,tt0104374,1992,247,fuzzy_canonical,100.0,1.0,1.0,1.0,2
Calendar,Atom Egoyan,1993,Canada,tt0106504,1993,74,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Golden Balls,Bigas Luna and Bigas Luna,1993,Spain,tt0107165,1993,95,fuzzy_canonical,95.8,1.0,0.88,1.0,10
Naked,Mike Leigh,1993,United Kingdom,tt0107653,1993,131,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Young Girls Turn 25,Agnès Varda,1993,France,tt0106696,1993,64,fuzzy_canonical,100.0,1.0,1.0,1.0,9
Three Colors: Blue,Krzysztof Kieślowski,1993,France,tt0108394,1993,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Totally F***ed Up,Gregg Araki,1993,United States,tt0108366,1993,78,fuzzy_canonical,100.0,1.0,1.0,1.0,10
71 Fragments of a Chronology of Chance,Michael Haneke,1994,Germany,tt0109020,1994,100,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Before the Rain,Milcho Manchevski,1994,Republic of Macedonia,tt0110882,1994,113,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Cold Water,Olivier Assayas,1994,France,tt0109702,1994,95,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Exotica,Atom Egoyan,1994,Canada,tt0109759,1994,103,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Joan the Maid I: The Battles,Jacques Rivette,1994,France,tt0107259,1994,160,fuzzy_canonical,99.3,0.9852,1.0,1.0,10
Joan the Maid II: The Prisons,Jacques Rivette,1994,France,tt0107260,1994,176,fuzzy_canonical,97.4,0.9475,1.0,1.0,10
Leningrad Cowboys Meet Moses,Aki Kaurismäki,1994,Finland,tt0107384,1994,94,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Muriel’s Wedding,P.J. Hogan,1994,Australia,tt0110598,1994,106,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Emigrant,Youssef Chahine,1994,Egypt,tt0110545,1994,129,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Tit and the Moon,Bigas Luna,1994,Spain,tt0111403,1994,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Three Colors: Red,Krzysztof Kieślowski,1994,Switzerland,tt0111495,1994,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Three Colors: White,Krzysztof Kieślowski,1994,Poland,tt0111507,1994,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La cérémonie,Claude Chabrol,1995,France,tt0112769,1995,111,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La haine,Mathieu Kassovitz,1995,France,tt0113247,1995,98,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le garçu,Maurice Pialat,1995,France,tt0113145,1995,102,fuzzy_canonical,100.0,1.0,1.0,1.0,10
One Hundred and One Nights,Agnès Varda,1995,France,tt0112654,1995,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Doom Generation,Gregg Araki,1995,United States,tt0112887,1995,83,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The World of Jacques Demy,Agnès Varda,1995,Spain,tt0114794,1995,90,fuzzy_canonical,100.0,1.0,1.0,1.0,9
"Up, Down, Fragile",Jacques Rivette,1995,France,tt0113273,1995,169,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Captain Conan,Bertrand Tavernier,1996,France,tt0115822,1996,129,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Drifting Clouds,Aki Kaurismäki,1996,Finland,tt0116752,1996,95,fuzzy_canonical,100.0,1.0,1.0,1.0,9
Irma Vep,Olivier Assayas,1996,France,tt0116650,1996,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La promesse,Luc Dardenne and Jean-Pierre Dardenne,1996,Belgium,tt0117398,1996,90,fuzzy_canonical,95.3,1.0,0.8649,1.0,10
Microcosmos,Claude Nuridsany and Marie Pérennou,1996,France,tt0117040,1996,80,fuzzy_canonical,96.2,1.0,0.8914,1.0,2
My Sex Life . . . or How I Got into an Argument,Arnaud Desplechin,1996,France,tt0115928,1996,178,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Daytrippers,Greg Mottola,1996,Canada,tt0116041,1996,87,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Assassin(s),Mathieu Kassovitz,1997,France,tt0118644,1997,128,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Career Girls,Mike Leigh,1997,United States,tt0118818,1997,83,fuzzy_canonical,100.0,1.0,1.0,1.0,9
Clockwatchers,Jill Sprecher,1997,United Kingdom,tt0118866,1997,96,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Marcello Mastroianni: I Remember,Anna Maria Tatò,1997,Italy,tt0119614,1997,198,fuzzy_canonical,100.0,1.0,1.0,1.0,5
Nowhere,Gregg Araki,1997,United States,tt0119809,1997,82,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Open Your Eyes,Alejandro Amenábar,1997,Spain,tt0125659,1997,119,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Sweet Hereafter,Atom Egoyan,1997,Canada,tt0120255,1997,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
"Late August, Early September",Olivier Assayas,1998,France,tt0167925,1998,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Fish in the Bathtub,Joan Micklin Silver,1999,United States,tt0126908,1998,96,fuzzy_canonical,92.5,1.0,1.0,0.5,10
Beau travail,Claire Denis,1999,France,tt0209933,1999,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Felicia’s Journey,Atom Egoyan,1999,Canada,tt0165773,1999,116,fuzzy_canonical,100.0,1.0,1.0,1.0,10
It All Starts Today,Bertrand Tavernier,1999,France,tt0186730,1999,117,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Julien Donkey Boy,Harmony Korine,1999,United States,tt0192194,1999,94,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Rosetta,Luc Dardenne and Jean-Pierre Dardenne,1999,Belgium,tt0200071,1999,95,fuzzy_canonical,95.3,1.0,0.8649,1.0,10
Volavérunt,Bigas Luna,1999,France,tt0216386,1999,90,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Code Unknown,Michael Haneke,2000,France,tt0216625,2000,118,fuzzy_canonical,100.0,1.0,1.0,1.0,10
La captive,Chantal Akerman,2000,France,tt0216605,2000,118,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Gleaners and I,Agnès Varda,2000,France,tt0247380,2000,82,fuzzy_canonical,100.0,1.0,1.0,1.0,4
Fat Girl,Catherine Breillat,2001,France,tt0243255,2001,86,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Fifi Martingale,Jacques Rozier,2001,,tt0293153,2001,127,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Porto of My Childhood,Manoel de Oliveira,2001,France,tt0296809,2001,61,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Read My Lips,Jacques Audiard,2001,France,tt0274117,2001,115,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Piano Teacher,Michael Haneke,2001,France,tt0254686,2001,131,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Demonlover,Olivier Assayas,2002,France,tt0284034,2002,129,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Safe Conduct,Bertrand Tavernier,2002,France,tt0269461,2002,170,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Sex Is Comedy,Catherine Breillat,2002,France,tt0304678,2002,92,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Gleaners and I: Two Years Later,Agnès Varda,2002,France,tt0345128,2002,63,fuzzy_canonical,100.0,1.0,1.0,1.0,4
Ma mère,Christophe Honoré,2004,France,tt0381392,2004,110,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Beat That My Heart Skipped,Jacques Audiard,2005,France,tt0411270,2005,108,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Where the Truth Lies,Atom Egoyan,2005,Canada,tt0373450,2005,107,fuzzy_canonical,100.0,1.0,1.0,1.0,10
All in This Tea,Les Blank and Gina Leibrecht,2007,United States,tt1015968,2006,70,fuzzy_canonical,87.8,1.0,0.8643,0.5,7
The Darjeeling Limited,Wes Anderson,2007,United States,tt0838221,2007,91,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Water Lilies,Céline Sciamma,2007,France,tt0869977,2007,85,fuzzy_canonical,100.0,1.0,1.0,1.0,10
A Christmas Tale,Arnaud Desplechin,2008,France,tt0993789,2008,150,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Revanche,Götz Spielmann,2008,Austria,tt1173745,2008,121,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Beaches of Agnès,Agnès Varda,2008,France,tt1129435,2008,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Certified Copy,Abbas Kiarostami,2010,Iran,tt1020773,2010,106,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Le Havre,Aki Kaurismäki,2011,France,tt1508675,2011,93,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Tomboy,Céline Sciamma,2011,France,tt1847731,2011,82,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Clouds of Sils Maria,Olivier Assayas,2014,France,tt2452254,2014,124,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Personal Shopper,Olivier Assayas,2016,France,tt4714782,2016,105,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Let the Sunshine In,Claire Denis,2017,France,tt6423776,2017,94,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Other Side of Hope,Aki Kaurismäki,2017,Finland,tt5222918,2017,100,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Winter Brothers,Hlynur Pálmason,2017,Iceland,tt5323760,2017,94,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Jane by Charlotte,Charlotte Gainsbourg,2021,France,tt14851374,2021,88,fuzzy_canonical,100.0,1.0,1.0,1.0,4
Godland,Hlynur Pálmason,2022,Iceland,tt19623228,2022,143,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Innocent,Louis Garrel,2022,France,tt19841734,2022,99,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Last Summer,Catherine Breillat,2023,France,tt14550346,2023,104,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Meeting with Pol Pot,Rithy Panh,2024,Cambodia,tt32086004,2024,112,fuzzy_canonical,100.0,1.0,1.0,1.0,10
The Shrouds,David Cronenberg,2024,Canada,tt20212786,2024,120,fuzzy_canonical,100.0,1.0,1.0,1.0,10
Joan of Arc,Hlynur Pálmason,2025,Iceland,tt38060097,2025,62,fuzzy_canonical,100.0,1.0,1.0,1.0,5
The Love That Remains,Hlynur Pálmason,2025,Iceland,tt33381401,2025,109,fuzzy_canonical,100.0,1.0,1.0,1.0,10
