actor_nconst,actor_name
nm2957475,Aiden Noesi
nm4194302,Alexandra Blejan
nm7968542,Simon Bennett
nm8026571,Stefan Gota
nm8040682,Seun Ajayi
nm0264859,Gisela Fackeldey
nm0266723,Daniel Fanego
nm0266792,Parviz Fanizadeh
nm0269531,Layla Fawzi
nm0269567,Frank Fay
nm0279244,Roman Fiser
nm0281810,Walter Fleming
nm0281880,Karl Erik Flens
nm0284272,Abel Folk
nm0285302,Bryan Forbes
nm0286040,George Foreman
nm0286841,Janne Forsell
nm0287019,Ida Forsyne
nm0289725,Christina Frambäck
nm0289907,Paul Franceschi
nm0290066,Alec B. Francis
nm0292159,John Fraser
nm0293978,Alzbeta Frejková
nm0294401,Bernard Fresson
nm0294882,Åke Fridell
nm0297675,Manami Fuji
nm0297835,Makoto Fujita
nm0299439,Herbert Fux
nm0302615,José Gallardo
nm0304747,Lola Gaos
nm0306786,Reginald Gardiner
nm0309548,Curtis Gates
nm0310167,Mikkel Gaup
nm0311013,Eunice Gayson
nm0311936,Steven Geiger
nm0312812,Émile Genevois
nm0312890,Leo Genn
nm0313461,Jan George
nm0314566,Lyubov Germanova
nm0314590,Nane Germon
nm0315760,Abdel Ahmed Ghili
nm0316702,Matyelok Gibbs
nm0317340,Therese Giehse
nm0319508,Craig Gilmore
nm0319532,Helen Gilmore
nm0319843,Daniel Giménez Cacho
nm0320442,John Giorno
nm0320758,Michèle Girardon
nm0322677,Beverly Glenn-Copeland
nm0323922,Joyce Godenzi
nm0324009,Patrick Godfrey
nm0324697,Viktor Gogolev
nm0328151,Estanis González
nm0329340,Garry Goodrow
nm0330240,Hannah Gordon
nm0330961,Marius Goring
nm0333191,Nikolay Grabbe
nm0336618,Eve Gray
nm0343743,Mechthild Großmann
nm0344774,Karin Gry
nm0345354,Corrado Guarducci
nm0345695,Sverrir Gudnason
nm0347657,John Gulager
nm0349165,Gerhard Gutberlet
nm0350328,Tadeusz Gwiazdowski
nm0352806,Jean Hadgraft
nm0353717,Masato Hagiwara
nm0354642,Theo Hakola
nm0355182,Ronald Halicki
nm0357303,Faten Hamama
nm0358749,Nicholas Hammond
nm0359219,Hajime Hana
nm0361913,Cal Harberts
nm0362462,Nate Hardman
nm0365173,Paul Harris
nm0367156,William Hartnell
nm0370071,Stephen Hawking
nm0370672,Yutaka Hayashi
nm0370717,Miguel Palenzuela
nm0372164,Ruby Head
nm0372197,Topper Headon
nm0375629,Levon Helm
nm0377026,Audrey Heningham
nm0380729,Petr Herrmann
nm0380881,Philippe Hersent
nm0385860,Joaquín Hinojosa
nm0386100,S. William Hinzman
nm0386113,Barbro Hiort af Ornäs
nm0386331,Thora Hird
nm0386542,Robert Hirsch
nm0386808,Betsy Ann Hisle
nm0386944,Adolf Hitler
nm0387916,Stephan Hockey
nm0389409,Drahomíra Hofmanová
nm0389698,B.J. Hogg
nm1017646,Sean Blakemore
nm10220245,Hamdi Selami Karaci
nm10242788,Guerbe
nm11679693,Júlia Ladányi
nm11866274,Cooper Hoffman
nm1195883,Dannunzio Papini
nm1307104,Dao Xiao
nm1307105,Shou Lin Xu
nm14543939,Amir Baylly
nm14867735,Ece Bagci
nm14941782,Ahmad
nm1660012,Sebastian Coe
nm16600240,Bertrand de Courville
nm16631206,Mansi Mungee
nm2061820,Robert C. Gibson
nm2061956,Anne Truitt
nm2076997,Aca Tadic
nm2081651,Calogero Chiarenza
nm2118547,Chiwetalu Agu
nm2126161,Hiroko Nakagawa
nm2147686,Chris Owens
nm3010930,Linnea Cart-Lamy
nm3017331,Satomi Satô
nm3086126,Ryôga Hayashi
nm3088189,Ronan Bouroullec
nm3119945,Philippe Garner
nm4360858,Genevieve Cunningham
nm5014211,Andrey Burkovskiy
nm6233622,Omid Rawendah
nm8624290,Fode Cambay
nm8631509,Sherwan Haji
nm9988111,Shekeb Sekander
nm0131811,Terry Camilleri
nm0134074,Marcello Cannavale
nm0134846,Anna Canzi
nm0135629,Herson Capri
nm0136641,Isabel Cardoso
nm0137010,Olive Carey
nm0138350,Eddie Carmel
nm0139140,Michel Caron
nm0142120,Pauline Carton
nm0143959,Marguerite Cassan
nm0147367,Ronnie Lazaro
nm0147891,Dagmar Cejnkova
nm0148678,Petra Cernocká
nm0148713,Frantisek Cerný
nm0149237,Kader Chaatouf
nm0151014,Man-Lei Chan
nm0151303,Michel Chanderli
nm0151858,William Chang
nm0152204,Tom Chapin
nm0152879,María José Charfole
nm0154116,Bimala Chatterjee
nm0154142,Nripati Chatterjee
nm0154406,Elizabeth Chauvin
nm0155006,Gary Chekchak
nm0157785,Siu-Ho Chin
nm0158911,Hanna Chojnacka
nm0160617,Robin Christopher
nm0162566,Ana Ciontea
nm0163223,Estéban
nm0166224,Flo Clements
nm0166795,Joaquín Climent
nm0167509,Pierre Clémenti
nm0168940,Anne-Marie Coffinet
nm0174029,Fay Compton
nm0175654,Harold Conrad
nm0176131,Alexandro Constantino
nm0181541,José Cortés
nm0183142,Geneviève Cottreel
nm0188669,John Cromwell
nm0191870,Constance Cummings
nm0192958,Finlay Currie
nm0195956,Jean d'Yd
nm0196190,Josafá Da Silva Santos
nm0196530,Antoinette Dacosta
nm0200899,Hassan Darabi
nm0202405,Claude Dauphin
nm0203606,Betty Ann Davies
nm0203671,Deddie Davies
nm0203958,Rudi Davies
nm0206365,Cora Lee Day
nm0206660,Moshe Dayan
nm0206950,Ivan de Almeida
nm0206996,Alberto De Amicis
nm0207794,Carlos de Carvalho
nm0209224,Ketty de la Cámara
nm0210567,Francesco De Nicola
nm0212541,Dipankar Dey
nm0214924,Carter DeHaven
nm0215950,Guadalupe Del Toro
nm0216144,France Delahalle
nm0217043,Nelson Delgado
nm0217780,Michel Delpech
nm0218051,Rachel Deman
nm0219660,Malcolm Denny
nm0222555,Philippe Devillers
nm0222596,Andy Devine
nm0223474,Saraj D. Dhamdhara
nm0223962,Accursio Di Leo
nm0224931,Marie Augustine Diatta
nm0225207,Fernand Dichamps
nm0225788,Deedee M. Fadul
nm0227804,André Dino
nm0228091,Mamadou Dioumé
nm0229090,Ali Djamali
nm0229917,Lee Dobson
nm0229983,Trudy Dochterman
nm0231098,Dora Doll
nm0233632,Malena Doria
nm0234371,Kriss Dosanjh
nm0234711,Michael Doucet
nm0236254,Leonid Dyachkov
nm0239781,Marcel Duchamp
nm0239985,Louis Ducreux
nm0240159,Robert Dudley
nm0241534,Pierre-François Dumeniaud
nm0243110,Irene Dunye
nm0245344,Boris Dvornik
nm0246587,Guillermo Díaz
nm0247982,Nabila Ebeid
nm0250057,Jack Edwards
nm0250616,Marshall Efron
nm0251063,Andre Eglevsky
nm0252091,André Eisermann
nm0252473,Gösta Ekman
nm0255997,Zinaida Em
nm0257269,Heinz Engelmann
nm0258388,Louis Eppolito
nm0258602,Erasmo Pascual
nm0259230,Edgar Erikkson
nm0998138,Mohammed Tawfik
nm0998326,Marlon West
nm0998480,Matt Newton
nm1001357,Abdalla Mahmoud
nm10059747,Valter Broman
nm10059748,Irene Broman
nm10059751,Viktoria Ekström
nm10059755,Per Ekman
nm10063032,Yao Huang
nm1008494,Kate Yacula
nm1008648,Miguel Rodriguez
nm1100717,Jorge Trêpa
nm11033327,Ana Branescu
nm1105785,Olivia Magnani
nm11092509,Guy James Gray
nm1171700,Mihai Bratila
nm11723220,Diogo Tomaz
nm11746265,Alejandra Colom
nm1174965,Evelyn Ashford
nm1176741,Les enfants Tooke
nm1179036,Elisabete Piecho
nm1181126,Dédé
nm1377115,Yiqun Huang
nm15191841,Ben Alias
nm15228572,Shahin Abzan
nm16239659,Lisa Tiger
nm16345548,Keith Barnes
nm16345595,Terry Selwood
nm2595487,Isamar Gonzales
nm2597010,Rob Sowulski
nm2608214,Carmine Marino
nm2623174,Julie Goldstein
nm2635780,Kuang-Hao Lu
nm2641290,Sarah Rothstein
nm2687781,David Séchan
nm2720956,Karin Balzer
nm4037674,Richard Sandifer
nm5525743,Félix Kysyl
nm5595169,Ehsan Khoshbakht
nm7241318,María Mercedes Coroy
nm7575541,Michael Koresky
nm7582315,Archie
nm7582333,Paul Davidson
nm7678296,Darryl Reilly
nm7711040,Chung-Hang Leung
nm0522577,Raymond Lovell
nm0522586,Herb Lovelle
nm0524164,James Lucas
nm0524855,Tom Luddy
nm0526234,Richard Lund
nm0526705,Ming Yan Lung
nm0526949,Rita Lupino
nm0527602,Regine Lutz
nm0528559,Robert Lynen
nm0530232,Luis López
nm0530621,Georg Løkkeberg
nm0532290,Jack MacGowran
nm0533712,Mary MacLaren
nm0534566,Cassie Madden
nm0932204,Milos Willig
nm0932787,Suzy Willy
nm0933727,Lambert Wilson
nm0936166,Signe Wirff
nm0938557,Peter Wollen
nm0940437,Bert Woodruff
nm0940697,Mark Woods
nm0941416,Richard Wordsworth
nm0941548,René Worms
nm0944072,Ben Wynter
nm0944886,Missy Yager
nm0944941,Emiko Yagumo
nm0945131,Kôji Yakusho
nm0945414,Fujiko Yamamoto
nm0946157,Filipp Yankovskiy
nm0946205,Akiko Yano
nm0951264,Marvin Yxner
nm0952043,Milena Zahrynowska
nm0954647,Lill-Tollie Zellman
nm0954651,Tollie Zellman
nm0958088,Zouzou
nm0958904,Elena Zvaríková
nm0973913,Chun-hao Tuan
nm1074391,Ryôtarô Sugi
nm1078429,Louis Baldy
nm10810231,C. Andre
nm1081501,Jang Il-shik
nm10816430,Ruth Burotte
nm1259072,Aage Hoffman
nm1263070,Jun Arai
nm14244074,Ella Tekere
nm14359583,Amir Davari
nm15710979,Mike Slye
nm1571588,Taqiyya Haden
nm15757521,Mandisa Oliver
nm15770758,Evander Hodges
nm1708078,Kanji Kawahara
nm2747896,Emilienne Caille
nm2773325,Chris New
nm2801412,Orietta Notari
nm2836936,Lars Jacob Holm
nm5249199,Heena Sidhu
nm5323144,Frank Prell
nm5343176,Mackie Mallison
nm5357732,Kara
nm6877833,Mina Kavani
nm6987564,Odessa Warren Grey
nm8506112,Brenda Moreno
nm8524272,Yasu Almeida De Oliveira
nm9822849,Corrado Aprile
nm9827173,Manuel Ruiz Serrana
nm9827176,Manolo Pérez Moratilla
nm1083038,Tatsu Nakamura
nm10901577,Ronit Agrawal
nm1091878,Ivan Barnev
nm12286699,Peter Lodge-Mitchell
nm12301080,G. Devyatova
nm1231872,Meifeng Chen
nm1235308,Joe Lally
nm1399588,Mary Wilson Price
nm15451161,Leonard Fioravanti
nm16971342,Jean Kestergat
nm1828951,Ken Gibbs
nm1830140,Charles J. Ingram
nm1837670,Shinichi Uchida
nm1839206,Chie Kobayashi
nm1877841,Johann Olav Koss
nm1891886,Parviz Naderi
nm1892431,John Burnside
nm1898013,Cerasela Iosifescu
nm1900186,Teru Tomota
nm3633294,Italia Frandi
nm4944410,Gina Tandura
nm6563954,Masele Tokane
nm8152221,Bárbara Colen
nm8198285,Juan Pablo Conto
nm8219184,Chris Brady
nm1316610,Kang Chu
nm13170234,Kax Petkovitch
nm1321745,Burke Marshall
nm13256104,Henri Oreiller
nm14852676,Syrous Kakhaki
nm14855047,Melba Lozano
nm1516121,Stephen Richter
nm1583973,Jim Adams
nm16191999,Zhiqiang Xia
nm16379595,Molly Magill
nm1638321,Maya Hawke
nm16417797,Marc Santiago
nm16429395,Helene Engelmann
nm1756134,Frederick Neilson
nm3463673,John Cann
nm5161615,Valentin Chauvet
nm6787278,Cleveland Chenier
nm9288689,Canray Fontenot
nm9400978,Giuseppe De Domenico
nm0393297,Hung Hung
nm0393842,Trula Hoosier
nm0395942,Hikaru Hoshi
nm0395966,Kazumasa Hoshino
nm0396422,Julian Hough
nm0397373,Jeffrey Howard
nm0398250,Olin Howland
nm0398298,Kumrije Hoxha
nm0400531,David Hughes
nm0401208,Shiu-Hung Hui
nm0405021,Sheila Hyde
nm0405400,Karel Hábl
nm0408284,Michael Imperioli
nm0408886,Sara Inglis
nm0408992,Joan Ingram
nm0410664,Valeri Isakov
nm0410756,José Isbert
nm0411265,Shafikul Islam
nm0411883,Shirô Itô
nm0412202,Valentina Ivashova
nm0413561,Gordon Jackson
nm0415347,Daniela Jaeger
nm0417012,Walter James
nm0417797,Enzo Jannacci
nm0418440,Iva Janzurová
nm0418882,Jean-Michel Jarre
nm0419778,Dominique Jayr
nm0420266,Barbara Jefford
nm0423643,Pierre Joffroy
nm0424800,Clark Johnson
nm0425610,Laura Johnson
nm0426938,Norman Johnstone
nm0427538,Barbara O
nm0429653,Christer Jonsson
nm0432363,Claude Jullien
nm0434593,Kyôko Kagawa
nm0435281,Georg Kajanus
nm0435282,Johanne Kajanus
nm0436000,Aake Kalliala
nm0436324,Kam Kong Chow
nm0436922,Fritz Kampers
nm0438256,Ira Kaplan
nm0438903,Nizwar Karanj
nm0439165,Bedrich Karen
nm0441172,Rino Katase
nm0441375,Masahiko Tsugawa
nm0442479,Satish Kaushik
nm0442709,Tamio Kawachi
nm0442730,Atsuko Kawaguchi
nm0442740,Saeda Kawaguchi
nm0442886,Hiroko Kawasaki
nm0443570,Akiko Kazami
nm0444919,Brian Kehew
nm0457506,Machiko Kitagawa
nm0458033,Alf Kjellin
nm0461231,William Knoblauch
nm0462020,Kôji Kobayashi
nm0462050,Satomi Kobayashi
nm0462073,Toshiko Kobayashi
nm0463778,Armen Kokorian
nm0464945,Marek Kondrat
nm0466977,Sylva Koscina
nm0467631,Josef Kotapis
nm0468586,Krzysztof Kowalewski
nm0474855,Raaj Kumar
nm0475269,Doris Kunstmann
nm0475910,Toshio Kurosawa
nm0476311,Leonid Kushnir
nm0476827,Anatoliy Kuznetsov
nm0476843,Mikhail Kuznetsov
nm0477107,Tak-Hing Kwan
nm0478187,Evelyn Künneke
nm0479209,Barbara Laage
nm0479425,Junior LaBeija
nm0480783,Pat Laffan
nm0481966,Jenny Laird
nm0482614,George Lam
nm0486496,Amanda Langlet
nm0490404,Tina Lattanzi
nm0491777,Denis Lavant
nm0491930,Henry Laverne
nm0492775,Gertrude Lawrence
nm0494407,Francis Lemaire
nm0497081,Damian Jewan Lee
nm0497782,Loletta Lee
nm0497920,Moon Lee
nm0499257,Brigitte Legendre
nm0500361,Lillian Leighton
nm0500530,Noëlle Leiris
nm0503352,Victoria Lepori
nm0506298,Aleksandr Levshin
nm0510058,Laurence Lignières
nm0510126,Lucita Lijertwood
nm0511856,Peter Lindgren
nm0513736,James Lipscomb
nm0514912,Dennis Liu
nm0516634,David Lochary
nm0517084,David Lodge
nm0517642,Phyllis Logan
nm0518178,Gina Lollobrigida
nm0518687,Daniel London
nm0518821,John Lone
nm0519274,John Longden
nm0519542,Johnny Lonn
nm0520437,Jack Lord
nm0520660,Viktors Lorencs
nm1029367,Julia Faure
nm1032365,Carole Roussopoulos
nm1033829,Michal Zolnierkiewicz
nm1199489,Karren Karagulian
nm1208182,Kazuyo Mita
nm1364624,Kinnosuke Takamatsu
nm1370236,Stevan Brennan
nm16717194,Amari Murray
nm1932800,Glen Ingram
nm1943975,Willemijntje den Ouden
nm1944555,Adina Dulcu
nm1951231,Farooq 'Duke' Muhammad
nm1952207,Hui-ni Hsu
nm1958332,Shuai Ji
nm1968448,Ching-Fu Li
nm1974741,Soaeb Islam
nm1982658,Haruko Chichibu
nm1985859,Mia Wasikowska
nm1989927,Jennifer Prediger
nm1995659,Takesh Singh
nm2028715,Nadav Lapid
nm2032091,Isaac Paz Sr.
nm2054128,Jacopo Nizi
nm2056684,Hilmar Guðjónsson
nm4705541,Phillip Weatherspoon
nm4705895,Ella 'Simi' Nelson
nm4739701,Kin-Wai Ho
nm4763737,Langouste Drobe
nm6019135,Kasper Snellman
nm6159863,Natalie Andrews
nm7512462,Frédéric André
nm8977064,Carmo Sodré
nm8989279,Mehdi Shahravanfar
nm9045157,Prime Time
nm0800159,Gwenaëlle Simon
nm0800171,Heide Simon
nm0800837,Ileana Simova
nm0802352,Frank Singuineau
nm0807572,Buck Smith
nm0809353,Michael Keith Smith
nm0810342,William Smith
nm0812303,Kee-chung Sohn
nm0816297,Filip Sovagovic
nm0817748,Bruce Spence
nm0827319,Sarah Stephenson
nm0828906,Cynthia Stevenson
nm0832633,Sandra Storme
nm0833290,Evabritt Strandberg
nm0837406,Sara Sugarman
nm0840553,Asako Suzuki
nm0840702,Toyoaki Suzuki
nm0841444,Jan Swahn
nm0842770,Tilda Swinton
nm0846102,Kenzô Tabu
nm0846848,Reijo Taipale
nm0847106,Atsuko Takahashi
nm0847157,Masaya Takahashi
nm0848955,Yumiko Tanabe
nm0849036,Misako Tanaka
nm0849944,Dana Tapalaga
nm0850190,Giovanni Tarallo
nm0851134,Grady Tate
nm0851188,Reginald Tate
nm0856564,Tetsuya Matsui
nm0860825,Walker Thompson
nm0863599,Filippo Timi
nm0864851,Kenneth Tobey
nm0865262,Richard Todd
nm0866463,Giulio Tomasini
nm0866627,Joseph Tomelty
nm0867622,Jean Topart
nm0868881,Philippe Torreton
nm0869473,Bernard Toublanc-Michel
nm0870083,Anna Townsend
nm0870806,Sergio Tramonti
nm0872483,Spencer Trevor
nm0874139,Ernest Truex
nm0874899,Lyudmila Tselikovskaya
nm0877081,Raymond Turgy
nm0881518,Morgan Upton
nm0882788,Einar Vaage
nm0883806,Carlos 'Patato' Valdés
nm0885137,Robert Vattier
nm0887551,Jon Van Ness
nm0890909,Martine Vatel
nm0891998,Conrad Veidt
nm0892997,Francisco Venegas
nm0893449,Nedumudi Venu
nm0894674,Harvey Vernon
nm0896523,Rocco Vidolazzi
nm0898618,Dominique Vincent
nm0899887,Mario Vitale
nm0900541,Oleg Vladimirsky
nm0901667,Giselda Volodi
nm0903258,Monika von Zallinger
nm0906714,Teruko Wakamizu
nm0907411,Blanka Waleská
nm0907858,Jimmie 'JJ' Walker
nm0908022,Matthew Walker
nm0911703,Mackenzie Ward
nm0915077,Richard Wattis
nm0920898,Maryse Wendling
nm0921105,Johanna Went
nm0923417,Sheilagh Weymouth
nm0924161,Manning Whiley
nm0926919,Bernhard Wicki
nm1143736,Lakshmi Kanta
nm1150210,Tsuruzô Nakamura
nm1272106,Orine Johnson
nm1272943,Molly Rush
nm1276471,Biu Lung
nm13531122,Taran Bajaj
nm1354704,King Constantine II
nm13574428,Benjamin Adams
nm1508231,Brandon Ratcliff
nm15133761,Aoife Josie Clements
nm16882855,Maura Jasper
nm16917781,Krueger Normand
nm2202370,Ottavio Cinquanta
nm2205741,Joey Cheek
nm2218604,Dree Hemingway
nm2226995,Tin-Lung Koo
nm2255759,Aidan McClean
nm2277357,Birgitte Larsen
nm2304709,Adi Carauleanu
nm4515894,Yannick Diakité
nm4515896,Anas Abdirahman
nm4574734,Chrissie Roberts
nm5871820,Carmen Moore
nm5964363,Sadiq Daba
nm5988725,Milisuthando Bongela
nm8311288,Edgar Moore
nm0538346,Teresa Mak
nm0540612,Tracey Maloney
nm0541746,Suzi Mandell
nm0542063,Nino Manfredi
nm0545103,Dominique Marcas
nm0546932,Keiko Mari
nm0546945,Tomoe Mari
nm0547280,Madeleine Marie
nm0549385,Percy Marmont
nm0550204,Sylvia Marriott
nm0553436,A Martinez
nm0554778,Tomás Martín
nm0555051,Daniel Martínez
nm0557206,Xavier Massé
nm0558455,John Mather
nm0559384,Ai Matsubara
nm0559705,Shinjiro Matsuzaki
nm0560749,Maria Mauban
nm0563129,Joshua Gibran Mayweather
nm0563760,Laura Mañá
nm0568496,Jamie McEnnan
nm0572865,Sandy McLeod
nm0573937,Herman C. McNeile
nm0578949,Eva Mendes
nm0580916,Una Merkel
nm0581832,Daniel Mesguich
nm0582213,Jack Messinger
nm0585699,Louis Miehe-Renard
nm0585919,Flávio Migliaccio
nm0586568,Mads Mikkelsen
nm0589665,Brian Milligan
nm0592654,Chieko Misaki
nm0592861,Stevan Miskovic
nm0593957,Prabir Mitra
nm0594723,Shiro Mizutani
nm0594933,Bjørn Moan
nm0595105,Yûko Mochizuki
nm0596246,James Moix
nm0598971,Yves Montand
nm0605308,Teruo Môuri
nm0605786,Henning Moritzen
nm0608098,Thruston B. Morton
nm0610253,Alan Mowbray
nm0610675,Martin Mrazek
nm0611566,Sita Mukherjee
nm0611617,Mukri
nm0612853,Mary Mounib
nm0613598,Takehiro Murata
nm0616163,Gorô Mutsumi
nm0616762,Kathleen Myers
nm0617370,Zdenek Mátl
nm0617587,André Méliès
nm0618017,Erik Mørk
nm0619070,Yuki Nagahara
nm0619771,Rajam K. Nair
nm0620634,Shôzô Nanbu
nm0623158,Oldrich Navrátil
nm0623684,Tom Neal
nm0624369,Louis Negin
nm0625047,Karin Nellemose
nm0625115,Anny Nelsen
nm0627801,Inez Newell
nm0631741,Esko Nikkari
nm0633028,Shôgen Nitta
nm0633154,Matasaburô Niwa
nm0633372,Lewis Nkosi
nm0634500,Jacques Nolot
nm0634659,Kiyoshi Nonomura
nm0635341,Manuel Noriega
nm0636357,Herbert Norville
nm0637603,Hitomi Nozoe
nm0637649,Magali Noël
nm0640613,Danny O'Dea
nm0642239,Maggie O'Neill
nm0642902,Mayrata O'Wisiedo
nm0643473,Dragan Obradovic
nm0645327,Manuel Ojeda
nm0645911,Jánosné Oláh
nm0648773,Ryo Ono
nm0652961,Nobuko Otowa
nm0653642,Maria Ouspenskaya
nm0656496,Marcello Pagliero
nm0656768,Géraldine Pailhas
nm0658041,Rossy de Palma
nm0659146,Anna Maria Pancani
nm0660786,Pervin Par
nm0663240,Conchita Parodi
nm0665402,Sumati Patel
nm12884787,Louie Caminade
nm14466284,Petro Chychuk
nm1449891,Muriel Gaines
nm15334680,Erik Blomgren
nm1551521,James Morrison Reese
nm1565823,Giant Baba
nm16825349,Martin Press
nm1724515,Shotaro Ichikawa
nm2325659,Toshio Sugiyama
nm2378963,Suzanne Combeaud
nm2401081,Bruno Steinert
nm3140382,Chuan-Wen Cheng
nm3144639,Ryan Begay
nm3216029,Paola Antonelli
nm7775566,Mark C. Fullhardt
nm9543502,Glenda Hydler
nm0000059,Laurence Olivier
nm0000112,Pierce Brosnan
nm0000126,Kevin Costner
nm0000172,Harvey Keitel
nm0000277,Richard Attenborough
nm0000329,Jackie Chan
nm0000336,James Coburn
nm0000374,Brad Dourif
nm0000391,Rupert Everett
nm0000469,James Earl Jones
nm0000482,Sylvia Kristel
nm0000500,Richard Linklater
nm0000531,Frances McDormand
nm0000532,Malcolm McDowell
nm0000537,Steve McQueen
nm0000651,Sissy Spacek
nm0000779,Roscoe 'Fatty' Arbuckle
nm0000951,Joan Blondell
nm0000993,Carol Burnett
nm0001099,Jeff Daniels
nm0001102,Joe Dante
nm0001428,Klaus Kinski
nm0001433,Yaphet Kotto
nm0001539,Hayley Mills
nm0001589,Michael Palin
nm0001655,Lynn Redgrave
nm0001728,Wallace Shawn
nm0001745,Stellan Skarsgård
nm0001806,John Turturro
nm0001827,Ray Walston
nm0001889,Charles Hawtrey
nm0001910,Kenneth Anger
nm0001924,Hoyt Axton
nm0002020,Costa-Gavras
nm0002057,Richard Edson
nm0002069,Mimsy Farmer
nm0002070,Richard Farnsworth
nm0002143,Edward Everett Horton
nm0002773,Norma Maldonado
nm0002776,Johnny Hallyday
nm0006893,John Vernon
nm0009797,Lorraine Achee
nm0011762,Obaka Adedunyo
nm0013790,Pippo Agusta
nm0014363,Nils Aréhn
nm0014932,Emiko Aizawa
nm0015014,Andor Ajtay
nm0015843,Véronique Alain
nm0016285,Alberto Albani Barbieri
nm0017651,Tom Aldredge
nm0019681,Manfredi Aliquo
nm0019760,Howard Alk
nm0020110,Grace Allardyce
nm0021251,Alexander Allerson
nm0022115,Alberto Alonso
nm0022821,Elena Altieri
nm0023568,Dave Alvin
nm0026130,Elga Andersen
nm0027683,Harriet Andersson
nm0027810,Rikke Louise Andersson
nm0028991,Louis Andriessen
nm0029217,Marcel André
nm0031719,Kyôko Anzai
nm0031832,Tomio Aoki
nm0032801,Louis Aragon
nm0034836,Ineko Arima
nm0035593,Joshie Armstead
nm0035729,Hugh Armstrong
nm0036181,France Arnel
nm0037625,Antonin Artaud
nm0039510,Grégoire Aslan
nm0039557,Herbert Asmodi
nm0039808,Philippe Asselin
nm0040094,Junie Astor
nm0040911,Mari Atsumi
nm0041602,Maxine Audley
nm0043088,Val Avery
nm0043453,Eddie Axberg
nm0045084,Ramachandra Babu
nm0045479,Ingeborg Bachmann
nm0047392,Marion Bailey
nm0050032,Tomás Baldýnský
nm0051116,Humbert Balsan
nm0051495,Maddly Bamy
nm0051813,Minosuke Bandô
nm0052023,Donatas Banionis
nm0052486,Rafael Banquells
nm0052770,Roy Bara
nm0053354,Bobby Barber
nm0056768,Gérard Barray
nm0058351,Daniel Bart
nm0064676,Georges de Beauregard
nm0065702,Linda Beckett
nm0065777,Tony Beckley
nm0067852,Arlette Dinbell
nm0068172,Earl Bell
nm0072319,Robert Benoît
nm0072914,David Benton
nm0074555,Eva Bergh
nm0074575,Hiroko Berghauer
nm0075655,Peter Berling
nm0077449,Jackie Berroyer
nm0078158,Michel Berto
nm0078514,André Bervil
nm0079473,Audrey Betz
nm0080020,Didier Bezace
nm0080614,Tino Bianchi
nm0081954,Brita Bigum
nm0083228,Jeanne Biras
nm0084419,Lilly Bistrattin
nm0084534,Albert Bitterling
nm0084917,Halvar Björk
nm0086116,Gérard Blain
nm0086611,Julia Blake
nm0087018,Pierre Blanchar
nm0088436,Roger Blin
nm0089093,Jenni Blong
nm0089244,Verna Bloom
nm0089314,Eric Blore
nm0091202,Ernest Boehm
nm0091502,Lucienne Bogaert
nm0093021,David Boliver
nm0093514,Anja Boman
nm0094726,Pascal Bonitzer
nm0096005,Adolphe Borchard
nm0096737,Hilda Borgström
nm0098274,Ralph Boston
nm0098959,Jean Bouchaud
nm0099786,Thomy Bourdelle
nm0099826,Corinne Bourdon
nm0102500,Zora Bozinová
nm0102916,Maurice Braddell
nm0103924,Timothy Braggs
nm0104720,Jocelyn Brando
nm0106748,Mary Breen
nm0106770,Thomas E. Breen
nm0107011,Hana Brejchová
nm0107055,Rudolf Waldemar Brem
nm0107496,Maurice Brenner
nm0107849,Martine de Breteuil
nm0110835,Peter Broderick
nm0111543,David Bronstein
nm0111953,Dean Brooks
nm0112239,Sammy Brooks
nm0112560,Gunnel Broström
nm0115558,Nigel Bruce
nm0116305,Britta Brunius
nm0120878,Mike Moroff
nm0126049,Ralph Byrd
nm10423537,Natalia Aranguren
nm10432924,Ottylia Liu
nm11123883,Jayme Lawson
nm11138265,Jirí Cejnek
nm1113876,Selim Dursun
nm1115985,Alfred Panou
nm11177903,Moxi Zishi
nm11202692,Ella Apekum
nm11220188,Edith Hicks
nm11220192,Benny Jarrell
nm11222359,Margaret Chenier
nm11222422,Sam Young
nm11222427,Vernon Smith
nm14097795,Gáborné Kun
nm15886719,Amado Arjay Babon
nm1596499,Alek Rzeszowski
nm2464648,James Baker
nm2464784,Charles Fouhetty
nm2484601,Pierre Barrera
nm2486268,Emile Berling
nm2563293,Paul Grimstad
nm2573928,Kana Hanazawa
nm4391640,Cheyenne Lainé
nm4391872,Malonn Lévana
