actor_nconst,actor_name
nm0135131,Bill Capizzi
nm0136100,Joseph Carberry
nm0136256,Bobby Carcases
nm0138133,Sven-Eric Gamble
nm0140802,E.J. Carroll
nm0141246,Hunter Carson
nm0141344,Willie Mae Carson
nm0142575,Peter Carver
nm0147204,Robert Cawdron
nm0148179,Italo Celoro
nm0148393,Petr Cepek
nm0148706,Emma Cerná
nm0149630,Yehia Chahine
nm0151005,Lung Chan
nm0151068,Philip Chan
nm0151210,Carlton Chance
nm0151606,Lon Chaney
nm0154122,Dhritiman Chatterjee
nm0154169,Swatilekha Sengupta
nm0155352,Chi-Chi Chen
nm0155455,Cheuk Yan Chan
nm0155594,Lei Cheng
nm0156706,Robert Chevassu
nm0158026,Carlo Chionetti
nm0158605,Charlie Cho
nm0159802,Jesper Christensen
nm0162242,Emilio Cigoli
nm0165061,D.A. Clarke-Smith
nm0168344,Helga Cocková
nm0171008,Denardo Coleman
nm0171628,Dominique Colladant
nm0172903,Ronald Colman
nm0172970,Christoph Colomb
nm0173254,Karen Colston
nm0173578,Muriel Combe
nm0175681,Karen Conrad
nm0176837,Joachim Cooder
nm0176869,Steve Coogan
nm0179738,Lia Corelli
nm0179828,Liv Corfixen
nm0180115,Léonce Corne
nm0180920,Adrienne Corri
nm0182349,Isabelle Costacurta
nm0183822,Tom Courtenay
nm0185163,Michael Graham Cox
nm0186440,Ward Crane
nm0188133,Olinto Cristina
nm0188863,Howard Crook
nm0189342,Hella Petri
nm0189927,Murray Cruchley
nm0193932,Kate Cutler
nm0194166,Miroslav Cvrk
nm0194356,Stefan Czapsky
nm0197895,Sophie Dalezio
nm0198498,Paul Daly
nm0199325,Lawrence Dane
nm0200060,Phyllis Daniels
nm0201151,Florence Darel
nm0201635,Gérard Darrieu
nm0203701,Ernest Davies
nm0205289,Phil Davis
nm0206815,Marie Daëms
nm0207526,Juan Carlos de Borbón
nm0208503,Jacques de Féraudy
nm0210029,Delphine De Malherbe
nm0210695,Lourdes de Oliveira
nm0212192,Michele De Virgilio
nm0213450,Dean DeBlois
nm0213502,Michel Debord
nm0213705,Pierre Decazes
nm0216382,Laurence Delannoy
nm0216942,Fernando Delgado
nm0218475,Alla Demidova
nm0218787,Hugh Dempster
nm0219875,Erika Dentzler
nm0220397,Jacques Derives
nm0220852,Jean Desailly
nm0220945,Jean Desbordes
nm0221527,Ivan Desny
nm0224501,George Dialegmenos
nm0225963,John Diehl
nm0228037,Wasis Diop
nm0228686,Nina Divísková
nm0230697,Lou Doillon
nm0231085,Birgit Doll
nm0232806,Judith Donner
nm0233307,Christiane Dor
nm0234749,Jean Douchet
nm0235398,Doumel
nm0236647,Jürgen Draeger
nm0237267,Justin Dray
nm0237707,Robert Drew
nm0242866,John Dunne
nm0243357,Catherine-Isabelle Duport
nm0243484,Paris Duprée
nm0244151,Romain Duris
nm0244850,Jacques Dutronc
nm0244904,Santosh Dutta
nm0245509,Kerry Dwyer
nm0245979,Enrica Dyrell
nm0246817,Jana Dítetová
nm0249622,Beatie Edney
nm0250066,James Edwards
nm0250551,Karel Effa
nm0251977,Deborah Eisenberg
nm0252244,Anders Ek
nm0252678,Fouzia El Kader
nm0252831,Gillian El-Kadi
nm0253307,Nils Elffors
nm0254024,Jeff Eller
nm0254177,Cass Elliot
nm0254692,Anita Ellis
nm0255007,Norman Ellis
nm0256278,Alain Emery
nm0256629,Takenori Emoto
nm0993648,Rei Okamoto
nm0997120,Youssef Esmail
nm1000274,Ahmed Abdel Wareth
nm1004817,Irmgard Paulis
nm1006879,Dolphy
nm11008672,Clay
nm11060031,Joseph Walters
nm1107367,David Browne
nm1169109,Toshio Kasai
nm11740729,Charles Barry
nm1178763,Mireille Laurenchet
nm13588474,Curt Baptiste
nm1375216,Slawomir Grzymkowski
nm13862093,Fernand Dalfin
nm15228573,Banafsheh Behboudi
nm1525997,John Kuether
nm16345585,Nigel Turvey
nm17356650,Zeinat Elwy
nm17432153,Mabel Coolidge
nm2599657,Konstantin Vasilyev
nm2616254,Roberta Rovelli
nm2625185,David MacKay
nm2682434,Wing-Cheung Cheung
nm2703591,Karen Hassan
nm2717975,David Briggs
nm2720216,Ed Jansen
nm4027243,Masaki Suda
nm4037876,Patricia Ferrier
nm4038764,Don Freisinger
nm5576471,Jiten Bhons
nm5581917,Debabrata Chakraborty
nm5589118,Boonee
nm0522904,Chris Lowe
nm0523056,Susan Lowe
nm0525174,Sam Lufkin
nm0526410,Gerda Lundequist
nm0527555,Catherine Lutz
nm0532672,Ignacy Machowski
nm0532997,Helen Mack
nm0534280,Duncan Macrae
nm0534317,George Macready
nm0535767,Ángel Magaña
nm0935565,Bruce Winston
nm0936232,Alexandre Wirtz
nm0939147,Jing Wong
nm0939255,Michael Wong
nm0941315,Gordon Michael Woolvett
nm0941868,Félicité Wouassi
nm0943138,Wu Ma
nm0943180,Vivian Wu
nm0943814,Dan Wyllie
nm0944594,Hsiu-Chiung Chiang
nm0945063,Anton Yakovlev
nm0945562,Akira Yamanouchi
nm0945604,Akiko Yamashita
nm0946216,Sen Yano
nm0946278,Vera Yanukova
nm0947313,Sally Yeh
nm0949662,James Young
nm0950707,Biao Yuen
nm0950722,Fennie Yuen
nm0950751,Shun-Yee Yuen
nm0950757,Wah Yuen
nm0952641,Anne Zamire
nm0953025,Bruno Zanin
nm0955690,Zhiming Huang
nm0972490,Valerie Neuenfels
nm0974574,Jun Takeuchi
nm0989761,Christina Payano
nm1074399,Masahiro Toda
nm1077284,Abdurashid Makhsudov
nm1079747,Chi-Man Wong
nm10816431,Fred Simmonds
nm1082465,Rieko Sumi
nm12251132,Annie Maribona
nm12593544,Octavio Sanders
nm1264124,Terry Schoonhoven
nm1266067,Karl Jacob
nm1435309,Twist-Twist Erkinharju
nm15703584,Marian Saastad Ottesen
nm15711696,André Pujol
nm2755651,Laura Patalano
nm2769699,Jan Kühmund
nm2772082,Juan Manuel Mascareque
nm2797606,Lou Profeta
nm2798554,Pat Fisher
nm2827255,Jonathan Race
nm3893877,Claire Simba
nm3903393,Ted McCarthy
nm5249456,Esther LeBarre
nm5250972,Jovial Mbenga
nm5285214,Ryan Cassata
nm5292130,Tony Giroux
nm6916036,Madame Chaatouf
nm6994207,Robertino Rossellini
nm6997938,Hans-Joachim Möbis
nm7052856,Hasan Arab
nm7058266,Ilona Brezoianu
nm8530487,Yûta Hayashi
nm8559423,Taj Cross
nm9764670,Lynda Davis
nm9852857,Céline
nm9852858,Jean-Marc
nm9880444,Sonia Yuan
nm9884274,Nikolai Anikin
nm10867068,Dane DiLiegro
nm10895154,Julio Diaz
nm1092533,Michèle Chahan
nm1228447,Makoto Nonomura
nm12326649,Hasely Crawford
nm1374541,Luis Berzosa
nm13951151,Shôsuke Hirose
nm1539517,H.F. Hughes
nm15400547,Antoine Momey
nm15434793,Ryuko Tendoh
nm16983473,Pablo A. Fernández
nm17608630,Nina Schumann
nm1852046,Sharon Wall
nm1878098,Madame Émile
nm1884544,Jeanette Fernando
nm1888762,Kang Ho
nm3530437,John Simak
nm3530918,David Forrester
nm3541760,Matthew Leddy
nm4858056,Najee Griffin
nm4933918,Lee Shaw
nm6531090,Augusto Bitter
nm8113643,Divya Prabha
nm8131159,Yiqing Zhao
nm1319395,Hoi-Pang Lo
nm1322140,Tom Araya
nm1323782,Alexis Nemeth
nm1517133,Jeng-Hua Yu
nm16191998,Xianming Wu
nm16376436,Shina Peng
nm16379596,Gregg Baker Jr.
nm16430209,Norma Babolini
nm17553373,Austin Cassar-Torreggiani
nm1756153,Aaron Parrish
nm3464684,Philip Ettinger
nm3509397,Janet Bonney
nm5159816,Vincent Jaouen
nm5161471,Maewo Dabreteau
nm5171472,Veronica Morris
nm5171778,Shane Salter
nm5196551,Hiroshi Mikura
nm5198856,Hugo Alfredo Gomes
nm5231366,Eduardo Paes
nm6699131,Laura Osma
nm6787280,Clarence Lewis
nm6801481,Ford Bostwick
nm6821269,Wataru Sakisaka
nm6840657,Langston Woodberry
nm6857814,Marvin Coroy
nm9377342,Gengxi Li
nm9379425,Vincent Gils
nm9407745,James Sawaya
nm0393222,James Hong
nm0393385,Roger Honorat
nm0394699,Masanori Horimoto
nm0395814,Putyi Horváth
nm0395940,Chikako Hosokawa
nm0396768,Arthur Housman
nm0397024,Tim Hovey
nm0398764,Shu-shen Hsiao
nm0400874,Rhetta Hughes
nm0401204,Ricky Hui
nm0403851,Bergliot Husberg
nm0404827,Carl Johan Hviid
nm0405859,Karel Höger
nm0406711,Chûsha Ichikawa
nm0409203,Irma Inniss
nm0409869,John Ireland
nm0410902,Renji Ishibashi
nm0410968,Akira Ishihama
nm0411028,Tomiko Ishii
nm0411148,Teruo Ishiyama
nm0414683,Anne Marit Jacobsen
nm0416661,Keith James
nm0420955,Richard Jenkins
nm0421028,Frank Jenks
nm0423381,Marlène Jobert
nm0425490,Karl Johnson
nm0425696,Lyndon B. Johnson
nm0425903,Noble Johnson
nm0428975,Parnelli Jones
nm0430020,Joanne Moore Jordan
nm0431146,Raymond Jourdan
nm0432208,Joseph Julian
nm0432908,Andrzej Jurga
nm0433520,Sakke Järvenpää
nm0434191,Nadia Kaci
nm0434432,Charlotte Kady
nm0437332,Jackson D. Kane
nm0440375,Shizuko Kasagi
nm0441366,Kazuo Katô
nm0442844,Maria Kawamura
nm0442955,Yûsuke Kawazu
nm0443060,Harold Kay
nm0443829,Basil Keane
nm0449489,Peter Kern
nm0449725,Jarret Kerr
nm0450640,Keung-Kuen Lai
nm0454248,Atsuko Kindaichi
nm0455377,Webb King
nm0456409,Nadao Kirino
nm0461847,Lars Knutzon
nm0462085,Yukiko Kobayashi
nm0462667,Nikolai Kodin
nm0464846,Andrei Konchalovsky
nm0466916,George Kosana
nm0467311,David Kossoff
nm0467800,Markos Kotsikos
nm0468378,Kenneth Kove
nm0468699,Akiko Koyama
nm0468989,Jun Yokoyama
nm0469172,Krafft-Raschig
nm0473223,Franz-Otto Krüger
nm0473432,Irina Kuberskaya
nm0474907,Uttam Kumar
nm0476185,Takeshi Kusaka
nm0476678,Houko Kuwashima
nm0477100,Shirley Kwan
nm0478784,Vittorio La Paglia
nm0482518,Valérie Lalonde
nm0482590,Chung Lam
nm0484736,Inga Landgré
nm0485272,Charles Lane
nm0490444,Alberto Lattuada
nm0490614,Shun Lau
nm0496866,Bernard Lee
nm0497642,Kang-sheng Lee
nm0498064,Raymond Lee
nm0498247,Sheryl Lee
nm0499130,Aimé Lefèvre
nm0499255,Alain Legendre
nm0499361,Alfredo Leggi
nm0501260,Suzanne Lemeri
nm0502947,Francesco Leonetti
nm0503689,Darius
nm0503761,Jacques Leroy
nm0507271,Huey Lewis
nm0507746,Sharon Lewis
nm0509811,José Lifante
nm0510305,Leif Liljeroth
nm0510810,Mario Limonta
nm0510857,Brigitte Lin
nm0512071,Vincent Lindon
nm0513041,Isabelle Linnartz
nm0513327,Margo Lion
nm0514403,Bodan Litnanski
nm0514904,Chia-Hui Liu
nm0516001,Harold Lloyd
nm0517407,Philippe Loffredo
nm10127629,M. Cirmonová
nm10273397,Kotone Furukawa
nm1027678,Michael Adamthwaite
nm10286765,Robert McNair
nm1030577,Gena Klyachkovsky
nm1198583,Tom Fletcher
nm1344110,Josh O'Hara
nm1359744,Anohni
nm13713309,Edgar Choueriri
nm14738364,Ulderico Camorino
nm14777915,Kandy Kapelle
nm14784198,Fountainblue Tielman
nm1481764,Gaël Maleux
nm1670495,Tatsuo Nagai
nm1671512,Anamaria Marinca
nm16728397,Catherine Biboum
nm1955502,Isabel Sztriberny
nm2026080,Claire Mandell
nm2026762,Jana Hlavácková
nm2056489,Tomás Palatý
nm2057101,Franklin Chang-Diaz
nm3720440,Tilly Fleischer
nm3739332,Sebastien Canonne
nm3772933,Yves Demy
nm4671077,William Saunders
nm4672752,Marylee & Russell Rogers
nm4733457,Leo Chen
nm4739109,António Semedo Moreno
nm6066190,Nate Wilson
nm7443676,Selena Vaquero
nm7455141,Su-Hwan Yang
nm8984346,Alphonse Maîtrepierre
nm9029753,Roméo Husquin
nm9045155,John Giordano
nm9051148,Wazeera al Ahmad
nm9066907,Jianzhou Cai
nm9076445,Mona Arkin
nm0806230,Václav Sloup
nm0807327,Ann Smith
nm0814379,Petrine Sonne
nm0816336,Serigne Sow
nm0818874,Joe Spinell
nm0821904,George Haymid Stamper
nm0823196,Jim Stark
nm0826503,Gaby Stenberg
nm0828897,Charles Stevenson
nm0829155,Alexandra Stewart
nm0829838,Sophie Stewart
nm0830569,Brian Stirner
nm0833351,Blondie Strange
nm0835190,Charles Strouse
nm0835445,Susan Stryker
nm0836681,Jean-François Stévenin
nm0837540,Kazuko Sugiyama
nm0838066,Francis L. Sullivan
nm0838508,Kei Suma
nm0838618,Kitty Summerall
nm0838910,Donald Sumpter
nm0841061,Tore Svennberg
nm0843426,Jana Synková
nm0846187,Hiroshi Tachikawa
nm0847350,Yumi Takano
nm0847408,Sanae Takasugi
nm0847427,Chigusa Takayama
nm0847464,Toyoko Takechi
nm0847609,Ryôichi Takeuchi
nm0847737,Takurô Tatsumi
nm0847993,Gloria Talbott
nm0848533,Tetsurô Tanba
nm0848968,Atsuko Tanaka
nm0849892,Leni Tanzer
nm0849916,Chung-Hua Tou
nm0850950,Mária Tasnádi Fekete
nm0851071,Jun Tatara
nm0851089,Daniel Tatarsky
nm0855335,William Tepper
nm0855398,Susumu Terajima
nm0856102,Mabel Terry-Lewis
nm0856815,Holger Thaarup
nm0858051,René Thierry
nm0858977,Jameson Thomas
nm0860054,Derek Thompson
nm0861664,Harriet Thorpe
nm0862432,Virginie Thévenet
nm0862514,Zhuangzhuang Tian
nm0862875,James Tien
nm0863146,Vyacheslav Tikhonov
nm0864406,Christiane Tissot
nm0864797,Hisao Toake
nm0867401,Taiji Tonoyama
nm0867623,Lise Topart
nm0868639,Fernanda Torres
nm0869451,Totò
nm0871272,Bill Travers
nm0873759,David Troup
nm0874708,Lambros Tsagas
nm0875983,Richard Tucker
nm0876567,Irène Tunc
nm0878500,Mary Twala
nm0879006,Charles Tyner
nm0879918,Kichijirô Ueda
nm0879932,Tadayoshi Ueda
nm0880861,Yôko Umemura
nm0881203,Lilith Ungerer
nm0882898,Alois Vachek
nm0883893,Leandro Vale
nm0885418,Puntti Valtonen
nm0887696,Joyce Van Patten
nm0890609,Vera Vasileva
nm0891424,Nuno Vaz
nm0893247,John Ventimiglia
nm0894447,Harold Vermilyea
nm0894600,Claude Vernier
nm0896944,Gyöngyvér Vigh
nm0897399,Stéphane Vilar
nm0898317,Jacques Villeret
nm0898546,Pruitt Taylor Vince
nm0900062,Michel Vitold
nm0900149,Darío Vittori
nm0906402,Austin Wai
nm0906685,Nobuko Wakaba
nm0906699,Masao Wakahara
nm0907510,Amanda Walker
nm0908285,Valarie Walker
nm0910075,Linda Lee Walter
nm0912276,Abdulwareth Asar
nm0913094,Robert Warwick
nm0913535,Tamara Washington
nm0913831,Makiko Watanabe
nm0913899,Itsuo Watanabe
nm0915287,Gillian Waugh
nm0918076,Wei-Ming Wang
nm0918315,Isabelle Weingarten
nm0918504,Eric Weinthal
nm0919924,Gwen Welles
nm0927110,Olof Widgren
nm0929366,Diane Wilkinson
nm0930336,D.J. Williams
nm1143840,Amala Shankar
nm1146767,Fang Lu
nm11472869,Bakhtiyar Panjeei
nm12712290,Max Rosenthal
nm1272486,Elmer Maas
nm1273452,Hisao Yoshitani
nm1273918,H. Marion Williams
nm1274149,Li-Yin Yang
nm13477903,Isamu Ruffler
nm13574476,Georg Aberg
nm13578585,Daniel Toman
nm15076418,Babacar Faye
nm1508974,Asami Sanada
nm1511537,Peter Moore
nm1693291,Robert Bulle
nm2206429,Yvonne de Gaulle
nm2209536,Vance Colvig Jr.
nm2218869,Albourah
nm2234185,Ignacio Carballo
nm2252458,Lluís Serrat
nm2278832,Bong Cabrera
nm2323883,Giorgio di Centa
nm3310057,Ingrid Sophie Schram
nm3310637,Tracy Chou
nm3331495,Hajime Asô
nm3355471,Richard Cunningham
nm4515880,Abdiaziz Hilowle
nm4539303,Zacharia Mgabi
nm4574831,Brian Gilbert
nm4625679,Dean Fertita
nm8384880,Mabousso Lo
nm8409571,Andreana Callegarini-Gradzik
nm0538460,Miriam Makeba
nm0543719,Marie Mansart
nm0544623,Neville Mapp
nm0545384,Henri Marchand
nm0545808,Raoul Marco
nm0549237,Lucy Marlow
nm0550332,Shelly Mars
nm0551775,Israel Marti
nm0553028,Sallie Martin
nm0553331,Charles Martinelli
nm0555290,Pedro Miguel Martínez
nm0555655,Neyle Morrow
nm0557298,Edith Massey
nm0557540,Claude Massot
nm0559837,Eva Mattes
nm0560022,Francis Matthews
nm0560908,Giorgio Maulini
nm0564728,Eileen McCallum
nm0565279,Nyla McCarthy
nm0566948,Joel McCrea
nm0567521,Hugh McDermott
nm0568666,Claron McFadden
nm0569380,Tom McGinnis
nm0576083,Donald Meek
nm0578501,Pauline Melville
nm0579635,Nello Meniconi
nm0579954,Jirí Menzel
nm0582890,Paul Meurisse
nm0583856,Giovanna Mezzogiorno
nm0585323,Arline Mickey
nm0585637,Mako Midori
nm0586355,Yuichi Mikami
nm0591540,Jôji Oka
nm0591930,Brigitte Mira
nm0592491,Evgeniy Mironov
nm0593057,Noboru Mitani
nm0593803,Warren Mitchell
nm0595323,Nar Modou
nm0595687,Aribert Mog
nm0601023,Charles R. Moore
nm0603179,Alberto Moravia
nm0603916,Darío Moreno
nm0604098,Mario Moreno
nm0605432,Francesca Moriggi
nm0609403,Masahiro Motoki
nm0609832,Mohamed Mounir
nm0609952,Laila Mourad
nm0610228,Lisbeth Movin
nm0611538,Madhavi Mukherjee
nm0612876,Seraj Munir
nm0613522,Katsumi Muramatsu
nm0613596,Kôju Murata
nm0614311,Jack Murphy
nm0617078,Masako Akeboshi
nm0617527,Mona Mårtenson
nm0617585,Monique Mélinand
nm0619213,Mitsuo Nagata
nm0620756,Jack Nance
nm0623154,Arnost Navrátil
nm0624259,Julie Neesam
nm0625789,Tim Blake Nelson
nm0625986,Svetlana Nemolyaeva
nm0626221,Tommaso Neri
nm0627041,Evan Neumann
nm0628233,Phyllis Newman
nm0629737,Taylor Nichols
nm0632764,Seiji Nishimura
nm0636146,Nadine Nortier
nm0644282,Jacques Oerlemans
nm0644509,Keiko Ogasawara
nm0644935,Eiko Ôhara
nm0645143,Yuka Ohnishi
nm0645613,Nikolai Okhlopkov
nm0645826,Fumio Ôkura
nm0647752,Moroni Olsen
nm0651506,Shirô Ôsaka
nm0653454,Fatima Ouedraogo
nm0653649,Iran Outari
nm0657042,Olivier Pajot
nm0660044,Christine Paolini
nm0662793,Molly Parkin
nm0663737,Frederick Parslow
nm0664439,Consuelo Pascual
nm0667573,Paul Pavel
nm1110861,Hitomi Shimizu
nm11304869,Diana Dupuis
nm11326279,Anna Cobb
nm1133558,Ahmed Abdelaziz
nm11355387,Onur Berk Arslanoglu
nm1269660,Mark van Noort
nm1290352,Erin Blackwell
nm1296631,Audrey Bonnet
nm14379070,Adriano Favre
nm1445540,Juro Hayashida
nm15332567,Hedy Schlunegger
nm15520417,Christiane Vernet
nm1560345,Hisayo Mochizuki
nm1563652,John McKie
nm17181290,Stephen Duncan
nm1724512,Enji Ichikawa
nm2338833,Jan Bernard
nm2352948,Karel Bodnár
nm2374110,Jason McKenzie
nm2402298,Mike Parker
nm2411459,Travis Clough
nm3142212,Tou Hu
nm3148352,Wan-Sheng Chou
nm3170562,Vadim Gusev
nm7769810,Ja'Tovia Gary
nm7801085,Scout Festa
nm7803259,Felicien Pinot
nm7869941,Sarah Boatner
nm9435807,Andre Drackett
nm9459068,Sayyed Y. Bey
nm0000019,Federico Fellini
nm0000195,Bill Murray
nm0000215,Susan Sarandon
nm0000225,Christian Slater
nm0000254,Isabelle Adjani
nm0000296,Robert Beltran
nm0000334,Chow Yun-Fat
nm0000382,Atom Egoyan
nm0000412,Andy Garcia
nm0000417,Crispin Glover
nm0000434,Mark Hamill
nm0000554,Sam Neill
nm0000608,Burt Reynolds
nm0000693,Peter Weller
nm0000761,Bibi Andersson
nm0000795,Jean Arthur
nm0000905,Roberto Benigni
nm0000994,Raymond Burr
nm0001113,Brad Davis
nm0001125,Benicio Del Toro
nm0001165,Charles S. Dutton
nm0001196,Douglas Fairbanks
nm0001200,Gary Farmer
nm0001348,Werner Herzog
nm0001507,Cheech Marin
nm0001525,John C. McGinley
nm0001614,Lori Petty
nm0001651,Basil Rathbone
nm0001670,Natasha Richardson
nm0001700,Nancy Savoca
nm0001776,Sting
nm0001826,M. Emmet Walsh
nm0001862,Mary Woronov
nm0002021,Noël Coward
nm0002216,Yves Robert
nm0002663,Diane Ladd
nm0003133,Jean-Christophe Bouvet
nm0003339,Herbert Marshall
nm0006568,Maria Callas
nm0006807,Michèle Morgan
nm0006939,Richard Berry
nm0008937,Eric Abraham
nm0009152,Klaus Abramowsky
nm0013845,Monoochehr Ahankhah
nm0015047,Ranko Akagi
nm0015244,Farhang Akhavan
nm0015416,Hiroshi Akitsu
nm0017209,Yves Alcaïs
nm0019924,Eric Allan
nm0022675,Béatrice Altariba
nm0022883,Bruce Altman
nm0025131,Amedeo Amodio
nm0025994,Devon Anders
nm0030246,Annabella
nm0031878,Hiroshi Aoyama
nm0032962,Tomas Arana
nm0033145,Marjukka Arasola
nm0033507,Yves Arcanel
nm0033776,Stephen Archibald
nm0034695,Inocencio Arias
nm0036107,Desi Arnaz Jr.
nm0036182,Léon Arvel
nm0038099,Nina Arvesen
nm0038977,Kogan Ashiya
nm0039150,Harry S. Ashmore
nm0041281,Rene Auberjonois
nm0042124,Nora Aunor
nm0042695,Maurice Auzel
nm0043396,Keiko Awaji
nm0043509,Einar Axelsson
nm0044535,Sabine Azéma
nm0044865,Fabienne Babe
nm0046662,Vasag Baghboudarian
nm0046850,Bahadur
nm0047872,Harry Baird
nm0047972,Baitao Zuo
nm0049086,Afshin Khorshid Bakhtiari
nm0050210,Jeanne Balibar
nm0051830,Ajit Banerjee
nm0055364,Guglielmo Barnabò
nm0055573,Dominique Barnes
nm0060912,Granville Bates
nm0061472,Carlo Battisti
nm0062369,Michèle Baumgartner
nm0063643,Edith Bouvier Beale
nm0064307,Edmond Beauchamp
nm0069165,Celestina Bellocchio
nm0069934,Mohamed Ben Kassen
nm0074698,Erik 'Bullen' Berglund
nm0075163,Francine Bergé
nm0075359,Xander Berkeley
nm0076248,Jacques Bernard
nm0077553,Gordon Berry
nm0077669,Sam Berry
nm0077749,Fernand Berset
nm0079008,Willie Best
nm0079815,Rodney Bewes
nm0080390,Dwiju Bhawal
nm0080930,Edward Biby
nm0086461,Alva D. Blake
nm0087745,Félix Blaska
nm0088085,René Blech
nm0089348,Roberts Blossom
nm0090111,Facundo Bo
nm0090644,Dick Bock
nm0091899,Eric Bogosian
nm0092051,Allan Bohlin
nm0092129,Roman Bohnen
nm0092229,Samuel Boidin
nm0093793,Alessandra Bonarota
nm0094340,Eddie Bonette
nm0094585,Paul Bonifas
nm0094959,Françoise Bonnet
nm0095952,José Luis Borau
nm0096941,Anna Borkowska
nm0097559,Etta Bortolazzi
nm0099346,Christian Bouillette
nm0099731,Billy Bourbon
nm0102645,Michèle Brabo
nm0102679,Lola Braccini
nm0103113,Jean Bradin
nm0103417,Tom Bradley
nm0104770,Henry Brandon
nm0104967,Max Brandt
nm0105482,Pierre Brasseur
nm0105493,Charles Braswell
nm0109325,Debbie Brill
nm0110159,Barbara Britton
nm0110468,Bernard Brocas
nm0110893,Don Brodie
nm0111031,Fiona Brody
nm0112740,Chris Broun
nm0112804,Jean-Louis Broust
nm0114356,Noeline Brown
nm0115440,Cheryl Lynn Bruce
nm0115702,Susie Bruder
nm0116460,Cinzia Bruno
nm0116932,Dora Bryan
nm0120431,Marie Bunel
nm0121755,Kathy Burke
nm0121823,Patrick Burke
nm0121904,William Burke
nm0122164,Jacques Burloux
nm0122166,Hélène Burls
nm0124335,Marion Busia
nm0127102,Enikö Börcsök
nm10458900,Bea Boyle
nm1052657,Zainab Jah
nm1054200,Ebony Jones
nm1114236,Josh Homme
nm11220187,Togie McGee
nm12134650,Ezio Pascutti
nm1591245,Manuel Bernaldez
nm2460292,Iazua Larios
nm2472100,Douchka
nm2496312,Amara Karan
nm2513572,Katie Taylor
nm2516769,Bor Ocampo
nm4440340,Thomas Gullestad
nm4501511,Michi Azuma
nm7320479,Martha Clarke
nm7347213,Dionne Desantos Campbell
nm8790970,Tania Pieri
nm9622170,Jia-Yin Tsai
nm9687540,Henri Gillespi
nm0004365,Fred Williamson
nm0004462,Jean-Louis Trintignant
nm0004625,Daniel Gélin
nm0004999,Shawn Hatosy
nm0005063,Grace Jones
nm0005270,Aaron Neville
nm0005549,Haskell Wexler
nm0005562,Owen Wilson
nm0670231,Eileen Peel
nm0672295,Roger Penrose
nm0674742,Jacques Perrin
nm0674781,Valerie Perrine
nm0678089,Francisco Petrone
nm0681566,Michel Piccoli
nm0683978,Larry Pine
nm0684908,Kelly Piper
nm0685677,Robert Lee Pitchlynn
nm0687913,Bruno Podalydès
nm0688497,Jean Poiret
nm0688975,Franca Polesello
nm0689933,Lyudmila Polyakova
nm0690592,María Luisa Ponte
nm0693925,Miguel Poveda
nm0694684,Derek Powney
nm0694772,Vladimir Pozhidayev
nm0696771,Alan Price
nm0697452,Benjamin Prieur
nm0697527,Cheryl Prime
nm0697750,Liliane Princet
nm0702191,Jeanne Pérez
nm0702928,Iain Quarrier
nm0706011,Helen Rae
nm0706619,William Ragsdale
nm0706994,Patricia Raine
nm0709654,Mónica Randall
nm0710292,Steve Rankin
nm0716654,Claude Register
nm0721169,Tatiana Rey
nm0722072,Mohammad Reza Nematzadeh
nm0724784,Sy Richardson
nm0726295,Virgilio Riento
nm0728938,Emmanuelle Riva
nm0730812,Alice Roberts
nm0731552,Russell Roberts
nm0739182,Stewart Rome
nm0743925,Willie Ross
nm0750220,Kicki Rundgren
nm0750468,Debra Jo Rupp
nm0750850,Nina Ruslanova
nm0751287,Leon Russell
nm0753566,Vali Rácz
nm0755810,Esmat Safavi
nm0756713,Sophie Saint-Just
nm0757299,Mutsuko Sakura
nm0760176,Ivan Samson
nm0760890,Alicia Sánchez
nm0763168,Mary Nell Santacroce
nm0766392,Jean Satterfield
nm0768689,Gianna Paola Scaffidi
nm0769440,Katrin Schaake
nm0770730,Maria Schell
nm0771324,Anton Schich
nm0772244,Arthur Schlesinger Jr.
nm0775447,Barbet Schroeder
nm0780523,Bobby Seale
nm0782127,Shoshana Seguev
nm0782881,Kôji Sekiyama
nm0784279,Noriko Sengoku
nm0785167,Meika Seri
nm0785771,Jean Servais
nm0786465,Ninón Sevilla
nm0788631,Steve Schapiro
nm0791260,Jacques Shelly
nm0792209,Lisa Sheridan
nm0793030,Yanzi Shi
nm0793616,Yukiko Shimazaki
nm0793650,Ichirô Shimizu
nm0793666,Kiriko Shimizu
nm0793983,Masahiro Shinoda
nm0794944,Naydra Shore
nm0795328,Pavel Shpringfeld
nm0795836,Michael Shuman
nm0798534,Trinidad Silva
nm10599107,Don Santiago Jiménez
nm10599116,Leo Garza
nm1063535,Fumie Kitahara
nm10659318,Anna Banegas
nm1066795,Vijayaraghavan
nm1153046,Zenji Yamada
nm11600265,Anicca Panna
nm11634455,Sylvester Martin
nm11648812,Alan Crawford
nm11649630,Dick Pillar
nm11649632,Marv Herzog
nm12480536,Evelyn Olson
nm1249409,Baiqing Xin
nm1329694,Ako
nm1331277,Jean-Pierre Sergent
nm13364902,Elisa Sorribes
nm13364905,Daniel Ballesteros
nm13400522,Lynette Bell
nm13424139,Iris Gutierrez
nm14554561,Vladimir Ivkovic
nm16047057,Masayuki Kubota
nm1772518,Michal Bregant
nm2928047,Brittany Bracy
nm2943410,Hussein Rashid
nm2944314,Swede Sorenson
